2,10000,0.340915
2,20000,1.370172
2,30000,3.094975
2,40000,5.543825
2,50000,8.669946
2,60000,12.489821
2,70000,17.015620
6,10000,0.000000
6,20000,0.009759
6,30000,0.010300
6,40000,0.000000
6,50000,0.010298
6,60000,0.010581
6,70000,0.019185
6,80000,0.014995
6,90000,0.015150
6,100000,0.019603
6,110000,0.025176
6,120000,0.020126
6,130000,0.025326
6,140000,0.029481
6,150000,0.034598
6,160000,0.035076
6,170000,0.034972
6,180000,0.039593
6,190000,0.040400
6,200000,0.039883
6,210000,0.050117
6,220000,0.054914
6,230000,0.056013
6,240000,0.053970
6,250000,0.060252
6,260000,0.064948
6,270000,0.064834
6,280000,0.064832
6,290000,0.069972
6,300000,0.079984
6,310000,0.080303
6,320000,0.082363
6,330000,0.082648
6,340000,0.085187
6,350000,0.085061
6,360000,0.094905
6,370000,0.090225
6,380000,0.099874
6,390000,0.099964
6,400000,0.085918
6,410000,0.093760
6,420000,0.100337
6,430000,0.115927
6,440000,0.100303
6,450000,0.115958
6,460000,0.115917
6,470000,0.115923
6,480000,0.122464
6,490000,0.131538
6,500000,0.131446
6,510000,0.124605
6,520000,0.134318
6,530000,0.133972
6,540000,0.134216
6,550000,0.144825
6,560000,0.144899
6,570000,0.144650
6,580000,0.144425
6,590000,0.154048
6,600000,0.153398
6,610000,0.163453
6,620000,0.161601
6,630000,0.162945
6,640000,0.164899
6,650000,0.172846
6,660000,0.173814
6,670000,0.175175
6,680000,0.182609
6,690000,0.175200
6,700000,0.195460
6,710000,0.184853
6,720000,0.178444
6,730000,0.184987
6,740000,0.194132
6,750000,0.194936
6,760000,0.205380
6,770000,0.205713
6,780000,0.215591
6,790000,0.212521
6,800000,0.214955
6,810000,0.214927
6,820000,0.223465
6,830000,0.223889
6,840000,0.224850
6,850000,0.232627
6,860000,0.222677
6,870000,0.244692
6,880000,0.234228
6,890000,0.235557
6,900000,0.234570
6,910000,0.253618
6,920000,0.244079
6,930000,0.248952
6,940000,0.249927
6,950000,0.265586
6,960000,0.249941
6,970000,0.265590
6,980000,0.249941
6,990000,0.265561
6,1000000,0.265561
6,1010000,0.281216
6,1020000,0.281184
6,1030000,0.265595
6,1040000,0.281183
6,1050000,0.281212
6,1060000,0.293745
6,1070000,0.296832
6,1080000,0.281211
6,1090000,0.296839
6,1100000,0.312426
6,1110000,0.296826
6,1120000,0.296836
6,1130000,0.312428
6,1140000,0.312425
6,1150000,0.312454
6,1160000,0.312460
6,1170000,0.328081
6,1180000,0.312425
6,1190000,0.328076
6,1200000,0.328046
6,1210000,0.328079
6,1220000,0.328051
6,1230000,0.328046
6,1240000,0.343702
6,1250000,0.343702
6,1260000,0.328070
6,1270000,0.343691
6,1280000,0.362270
6,1290000,0.351109
6,1300000,0.345444
6,1310000,0.355721
6,1320000,0.374913
6,1330000,0.359325
6,1340000,0.359325
6,1350000,0.374945
6,1360000,0.378852
6,1370000,0.374911
6,1380000,0.374911
6,1390000,0.374940
6,1400000,0.390531
6,1410000,0.406153
6,1420000,0.390560
6,1430000,0.390566
6,1440000,0.406183
6,1450000,0.406188
6,1460000,0.406185
6,1470000,0.406167
6,1480000,0.421803
6,1490000,0.406188
6,1500000,0.421809
6,1510000,0.421808
6,1520000,0.421775
6,1530000,0.437423
6,1540000,0.437432
6,1550000,0.437418
6,1560000,0.437425
6,1570000,0.453040
6,1580000,0.453051
6,1590000,0.453045
6,1600000,0.453017
6,1610000,0.468671
6,1620000,0.453056
6,1630000,0.453017
6,1640000,0.454931
6,1650000,0.453028
6,1660000,0.453046
6,1670000,0.468646
6,1680000,0.468669
6,1690000,0.468639
6,1700000,0.468675
6,1710000,0.471491
6,1720000,0.468667
6,1730000,0.492256
6,1740000,0.499914
6,1750000,0.502027
6,1760000,0.503882
6,1770000,0.499910
6,1780000,0.499878
6,1790000,0.499915
6,1800000,0.515508
6,1810000,0.531160
6,1820000,0.532587
6,1830000,0.525568
6,1840000,0.531115
6,1850000,0.515489
6,1860000,0.515506
6,1870000,0.531082
6,1880000,0.531091
6,1890000,0.531125
6,1900000,0.546712
6,1910000,0.546711
6,1920000,0.546746
6,1930000,0.546741
6,1940000,0.546741
6,1950000,0.562327
6,1960000,0.546709
6,1970000,0.562362
6,1980000,0.562333
6,1990000,0.577978
6,2000000,0.562364
7,10000,0.000000
7,20000,0.000000
7,30000,0.000000
7,40000,0.000000
7,50000,0.000000
7,60000,0.000000
7,70000,0.000000
7,80000,0.000000
7,90000,0.000000
7,100000,0.000000
7,110000,0.000000
7,120000,0.000000
7,130000,0.000000
7,140000,0.000000
7,150000,0.000000
7,160000,0.000000
7,170000,0.015625
